Roof_Area_m2,Rainfall_mm,Runoff_Coefficient,Tank_Size_Liters,Liters_Captured
183.44,184.48,0.84,1000,28445.78
238.95,267.06,0.65,10000,41101.83
230.49,29.72,0.67,10000,4610.76
244.84,202.39,0.89,5000,43897.01
165.04,125.44,0.83,10000,17155.56
59.29,137.21,0.82,15000,6622.33
207.92,384.76,0.75,2000,59700.91
193.73,81.25,0.74,10000,11566.68
227.83,131.39,0.84,5000,25245.9
67.57,208.86,0.86,2000,12149.18
74.59,346.58,0.78,15000,20183.96
269.31,172.5,0.94,15000,43583.06
229.99,300.11,0.93,15000,64431.72
274.3,343.99,0.74,5000,70322.29
232.44,130.91,0.89,2000,26956.16
187.2,163.17,0.79,15000,24140.88
203.16,149.06,0.78,10000,23554.95
268.96,334.81,0.62,2000,55721.3
182.07,27.3,0.8,15000,4009.8
197.07,130.28,0.92,2000,23491.43
63.81,274.97,0.87,10000,15384.82
152.7,230.52,0.88,1000,30718.58
220.59,180.15,0.66,15000,26067.65
95.86,220.58,0.73,10000,15314.71
76.63,87.06,0.68,5000,4535.06
107.87,177.98,0.71,15000,13633.38
87.62,205.66,0.8,1000,14499.58
80.18,361.46,0.73,10000,21079.13
138.96,111.73,0.8,10000,12353.1
274.19,348.45,0.75,2000,72077.17
161.98,261.25,0.7,15000,29574.31
72.62,17.93,0.63,1000,770.54
41.55,292.61,0.91,5000,11183.06
214.92,23.87,0.6,2000,3183.39
127.18,398.98,0.6,15000,30385.82
250.11,350.33,0.89,1000,78035.93
204.66,125.96,0.95,2000,24491.35
242.95,110.39,0.85,1000,22881.1
96.14,158.76,0.61,1000,9240.37
213.86,148.91,0.68,2000,21612.11
93.94,155.21,0.94,2000,13707.41
282.94,134.13,0.88,15000,33489.56
198.18,252.24,0.8,2000,39852.57
110.86,74.06,0.68,15000,5541.11
95.46,339.93,0.61,1000,19644.64
73.46,326.84,0.61,2000,14540.83
214.5,195.83,0.81,15000,34129.09
81.24,342.56,0.61,15000,16937.28
186.68,106.39,0.95,5000,18849.5
94.1,16.85,0.66,15000,1079.2
205.35,251.49,0.85,15000,43836.63
248.18,188.58,0.65,5000,30578.36
237.85,231.19,0.79,10000,43448.18
233.04,360.74,0.63,2000,52856.02
72.56,388.27,0.87,5000,24576.84
44.75,257.44,0.8,15000,9333.2
215.71,307.98,0.63,15000,41879.48
123.14,42.69,0.9,2000,4803.12
141.06,72.68,0.79,1000,8117.62
28.72,295.95,0.92,5000,7846.02
92.68,178.23,0.92,10000,15208.48
29.43,183.93,0.92,2000,4966.4
266.17,130.36,0.63,2000,21874.33
88.15,246.87,0.64,5000,13936.8
176.05,82.21,0.95,15000,13605.33
30.91,254.5,0.77,15000,6039.92
206.72,77.78,0.68,10000,11006.11
110.45,34.89,0.87,5000,3323.34
271.42,138.84,0.69,2000,26078.01
268.67,100.14,0.85,5000,22895.98
111.08,356.71,0.89,1000,35323.28
272.27,31.43,0.87,2000,7417.92
298.92,78.88,0.7,10000,16450.84
251.12,224.0,0.74,10000,41586.99
256.56,197.62,0.74,2000,37721.54
89.72,27.88,0.77,15000,1921.7
181.48,12.83,0.66,2000,1479.29
38.83,395.35,0.76,2000,11656.18
46.58,266.95,0.78,1000,9705.41
299.69,152.51,0.79,2000,36001.89
111.46,193.47,0.89,5000,19126.49
229.49,113.95,0.78,5000,20320.37
245.87,144.5,0.68,10000,24157.6
260.25,263.13,0.83,15000,56965.97
299.34,354.3,0.88,10000,93292.0
87.62,81.81,0.71,1000,5090.74
31.3,337.74,0.83,2000,8750.25
135.13,57.41,0.65,10000,5038.41
56.42,93.85,0.72,2000,3837.81
26.28,24.5,0.92,10000,559.6
120.92,64.92,0.92,2000,7129.91
239.45,367.75,0.8,10000,70433.51
178.53,189.18,0.85,5000,28592.76
107.58,40.29,0.9,1000,3912.51
203.22,384.29,0.94,10000,73077.0
84.97,352.81,0.77,5000,23131.45
24.03,304.33,0.8,15000,5726.32
234.02,374.05,0.75,10000,65223.4
194.65,95.85,0.63,2000,11659.28
233.44,336.18,0.75,1000,58665.36
30.9,279.1,0.88,5000,7590.0
254.39,349.21,0.88,5000,78319.63
193.47,320.8,0.91,1000,56655.38
177.75,145.13,0.62,10000,16000.96
194.89,312.02,0.78,2000,47727.32
262.04,112.36,0.64,15000,18780.9
184.34,138.15,0.67,10000,17003.82
182.67,52.08,0.92,1000,8708.84
297.39,374.68,0.77,10000,86149.94
231.88,123.49,0.87,10000,24723.62
143.84,213.04,0.62,1000,19091.77
218.07,162.62,0.75,1000,26387.96
128.98,384.37,0.84,15000,41559.87
84.09,140.67,0.65,1000,7694.88
187.12,313.63,0.71,1000,41906.79
279.89,343.61,0.62,1000,59737.39
280.16,179.89,0.83,5000,41632.13
115.73,157.49,0.94,1000,17243.45
167.75,301.62,0.89,1000,44976.74
79.26,366.03,0.94,1000,27361.75
298.78,304.42,0.9,15000,81465.83
294.71,98.58,0.9,10000,26077.59
201.86,356.44,0.8,1000,57652.95
245.24,161.16,0.78,1000,30804.85
220.23,234.73,0.74,15000,38395.09
186.08,334.26,0.89,10000,55149.41
34.94,83.47,0.66,15000,1908.64
147.33,315.96,0.62,2000,28743.2
208.94,242.5,0.93,2000,47198.74
209.71,358.4,0.6,2000,45223.62
124.47,77.07,0.94,1000,9146.06
283.67,174.07,0.86,15000,42274.28
66.86,334.81,0.71,1000,16014.54
160.1,17.5,0.84,2000,2323.12
213.45,53.76,0.89,10000,10231.79
215.2,396.32,0.69,10000,58502.35
201.62,119.35,0.87,15000,20939.08
97.08,390.46,0.88,10000,33474.57
63.74,81.19,0.69,2000,3544.26
198.06,150.83,0.61,15000,18407.17
187.8,303.62,0.67,15000,38226.35
70.22,266.53,0.67,2000,12508.18
217.44,236.64,0.62,2000,32071.05
147.45,216.66,0.85,2000,27282.35
206.97,338.94,0.73,2000,51407.63
254.46,101.63,0.91,15000,23462.09
67.52,182.56,0.69,10000,8532.51
25.36,70.63,0.76,2000,1276.27
238.15,242.42,0.82,5000,47594.61
190.72,107.71,0.91,15000,18636.81
215.9,140.2,0.78,1000,23722.41
254.68,193.79,0.73,10000,36062.54
244.79,20.44,0.9,15000,4477.28
289.06,45.86,0.71,2000,9390.54
170.06,277.51,0.63,5000,29646.76
156.78,177.3,0.76,1000,21028.3
132.53,347.27,0.87,10000,40255.04
63.03,280.92,0.61,2000,10809.61
180.33,13.16,0.81,15000,1904.4
97.56,250.52,0.81,15000,19737.36
277.97,46.55,0.92,10000,11881.2
183.29,314.56,0.7,5000,40349.37
186.0,396.69,0.7,2000,51417.91
119.38,217.17,0.75,10000,19543.91
34.56,276.28,0.72,10000,6875.34
28.89,102.55,0.86,15000,2558.3
138.53,180.66,0.82,10000,20697.8
43.68,343.88,0.87,1000,12985.64
189.92,75.29,0.89,1000,12697.74
266.67,113.56,0.92,2000,27928.89
267.22,183.72,0.75,10000,36855.02
204.53,287.78,0.94,15000,55669.62
79.14,156.59,0.68,2000,8294.43
261.64,371.82,0.85,5000,82658.27
268.11,46.84,0.79,15000,9886.92
75.06,154.61,0.89,5000,10273.37
226.48,286.49,0.77,2000,49739.23
100.23,98.13,0.87,1000,8541.04
244.74,266.0,0.93,15000,60276.38
299.23,74.04,0.86,15000,18967.3
28.41,31.83,0.87,2000,820.34
271.26,57.2,0.62,15000,9725.83
194.34,372.69,0.67,15000,48650.39
292.55,225.18,0.94,2000,62056.58
150.2,320.57,0.84,10000,40625.21
257.27,139.74,0.8,2000,28612.21
37.47,241.14,0.73,15000,6655.05
113.88,203.03,0.62,2000,14264.51
38.76,378.84,0.73,15000,10772.54
293.1,301.55,0.77,5000,68372.79
248.75,294.91,0.67,5000,49479.0
258.71,28.08,0.66,1000,4814.23
282.63,224.37,0.78,2000,49291.87
43.83,192.13,0.81,2000,6704.3
127.97,371.86,0.68,5000,32539.75
39.89,110.36,0.81,5000,3548.99
79.02,115.24,0.92,5000,8303.76
84.22,170.43,0.77,1000,10951.77
151.35,104.91,0.9,1000,14264.8
95.2,60.38,0.92,10000,5280.78
48.27,344.39,0.63,2000,10559.25
66.9,227.73,0.63,1000,9611.36
61.24,345.93,0.77,15000,16157.62
292.46,334.14,0.81,2000,78788.66
232.6,120.0,0.75,10000,20953.01
290.97,223.62,0.71,5000,46468.4
143.13,42.45,0.82,10000,4952.73
97.94,366.95,0.6,2000,21493.27
243.52,167.66,0.94,5000,38333.54
111.35,163.53,0.68,10000,12430.56
103.83,128.07,0.92,10000,12206.28
85.1,189.66,0.64,2000,10340.11
56.31,108.19,0.68,1000,4091.25
91.81,156.19,0.68,15000,9786.39
119.49,321.98,0.95,10000,36396.0
208.72,335.36,0.6,15000,42062.7
37.52,128.63,0.82,2000,3888.41
78.94,192.92,0.9,2000,13801.29
246.53,350.79,0.84,1000,72252.6
61.14,30.54,0.73,5000,1479.9
115.94,356.77,0.94,15000,38701.7
262.1,95.48,0.91,10000,22820.76
63.38,274.63,0.75,5000,13035.59
43.17,237.2,0.8,15000,8247.17
155.67,225.65,0.94,15000,33103.08
104.68,345.15,0.94,5000,34152.92
177.75,49.61,0.76,5000,6690.4
245.07,145.34,0.9,1000,31937.63
58.4,219.92,0.71,10000,8982.05
182.6,326.4,0.73,10000,43559.81
161.54,94.41,0.66,10000,9994.93
60.34,323.14,0.67,5000,13066.99
194.72,165.86,0.83,1000,26793.27
96.62,83.68,0.78,2000,6257.24
156.59,306.0,0.68,1000,32581.25
43.04,45.45,0.74,5000,1425.0
148.68,210.76,0.73,1000,22800.31
105.81,34.91,0.95,5000,3479.92
250.27,149.0,0.9,15000,33526.8
35.95,244.42,0.74,15000,6416.54
137.21,226.89,0.92,2000,28703.77
148.36,167.82,0.72,15000,17895.48
223.0,177.33,0.83,2000,32917.03
180.8,98.44,0.94,10000,16741.22
206.82,187.79,0.74,5000,28612.3
237.57,381.77,0.84,10000,76068.71
261.42,341.68,0.7,10000,62923.56
107.89,66.64,0.69,2000,4914.79
170.65,21.61,0.8,5000,3065.59
255.23,374.07,0.94,2000,89890.89
297.05,215.43,0.76,1000,48481.78
269.07,219.76,0.93,10000,54815.04
124.01,314.48,0.92,5000,35947.51
74.65,132.73,0.69,10000,6850.58
157.03,197.94,0.74,1000,23035.12
227.66,387.78,0.83,1000,72725.52
157.92,272.14,0.78,5000,33576.59
155.29,69.96,0.63,5000,7005.32
254.7,61.96,0.95,1000,14983.01
121.19,89.66,0.86,10000,9366.1
260.74,309.02,0.75,15000,60741.84
133.91,125.2,0.82,10000,13693.18
111.91,18.34,0.63,15000,1269.43
147.12,378.23,0.77,2000,42998.51
233.49,76.19,0.93,5000,16495.85
55.28,13.73,0.91,1000,679.4
75.0,102.48,0.72,2000,5527.42
286.4,101.66,0.79,10000,22768.56
69.14,174.58,0.84,15000,10182.79
178.96,368.95,0.72,5000,47422.06
182.21,352.88,0.62,15000,40090.7
157.09,188.19,0.78,10000,22915.07
200.53,170.25,0.81,10000,27634.85
84.35,226.45,0.6,1000,11432.45
174.75,104.95,0.63,2000,11658.32
124.21,30.35,0.67,5000,2561.37
205.27,376.3,0.72,1000,55699.41
59.54,82.81,0.79,15000,3845.98
179.85,87.38,0.7,2000,11084.32
71.88,194.26,0.7,5000,9829.35
98.02,201.73,0.9,15000,17903.03
81.24,17.19,0.65,5000,966.17
71.19,67.7,0.77,5000,3714.67
251.2,157.48,0.93,2000,36874.69
100.0,276.65,0.82,15000,22642.45
279.59,99.08,0.85,1000,23630.27
291.58,174.98,0.75,1000,38283.76
179.95,227.36,0.61,1000,24817.07
60.04,356.55,0.83,5000,17796.9
124.87,137.17,0.82,10000,14153.73
243.37,62.09,0.64,2000,9657.15
122.87,200.82,0.76,1000,18854.66
44.36,301.22,0.92,2000,12239.98
175.9,52.85,0.67,5000,6277.76
256.63,175.63,0.76,2000,34322.25
242.86,16.94,0.76,1000,3152.75
69.03,23.09,0.88,1000,1341.39
208.37,198.35,0.89,5000,36649.63
81.74,126.3,0.87,5000,8909.63
81.1,339.59,0.73,15000,19978.45
264.74,244.84,0.63,5000,40478.21
89.91,187.03,0.72,10000,12275.61
93.71,169.09,0.84,10000,13339.16
20.18,203.93,0.85,1000,3499.15
263.79,25.77,0.94,5000,6397.43
241.93,358.19,0.76,10000,65772.85
195.65,399.34,0.82,10000,64163.84
230.07,80.78,0.79,15000,14674.8
62.57,56.95,0.65,5000,2373.32
148.33,66.0,0.76,15000,7442.09
118.34,267.8,0.79,2000,25130.73
46.26,267.96,0.93,15000,11549.63
156.12,340.69,0.73,2000,38686.17
277.81,303.21,0.94,2000,79449.2
31.22,185.38,0.79,5000,4560.89
101.61,249.01,0.68,2000,17315.69
78.11,278.43,0.67,2000,14552.15
86.68,209.97,0.65,15000,11804.55
274.36,195.5,0.76,5000,40639.77
151.06,261.59,0.61,5000,23992.92
150.56,227.42,0.76,2000,25840.81
232.96,261.14,0.95,15000,57508.72
63.26,249.01,0.83,15000,13194.6
156.43,290.49,0.87,15000,39298.32
140.4,260.69,0.64,15000,23490.56
187.13,212.7,0.77,1000,30456.39
299.88,275.9,0.7,2000,57924.48
235.45,185.3,0.91,2000,39727.3
131.4,104.25,0.66,2000,9120.78
251.71,10.55,0.76,5000,2006.29
67.8,228.39,0.81,5000,12526.0
28.53,240.36,0.78,15000,5368.1
77.25,389.1,0.89,5000,26770.01
115.32,150.98,0.68,10000,11856.66
162.96,163.71,0.73,2000,19643.27
192.24,88.7,0.88,2000,14918.1
274.97,37.51,0.78,1000,8109.02
162.76,311.39,0.74,1000,37554.31
160.36,107.38,0.61,10000,10427.83
34.07,247.47,0.86,1000,7278.71
29.78,278.23,0.94,15000,7711.65
174.32,193.78,0.82,15000,27599.12
142.69,351.78,0.9,2000,45083.9
254.97,183.08,0.78,15000,36471.78
64.99,121.11,0.68,1000,5298.03
26.99,359.45,0.61,10000,5869.76
145.73,346.01,0.83,15000,41704.89
86.49,73.98,0.77,2000,4967.14
33.89,20.12,0.87,2000,592.02
222.89,45.09,0.84,1000,8465.17
51.25,121.75,0.95,15000,5908.11
190.33,389.18,0.78,1000,57699.87
98.69,227.82,0.75,2000,16809.48
68.58,155.57,0.7,10000,7471.25
126.33,356.6,0.77,15000,34525.09
244.4,186.72,0.91,10000,41388.77
129.79,132.94,0.61,15000,10588.38
230.22,377.08,0.94,2000,81756.54
55.14,341.31,0.95,15000,17758.39
236.38,339.03,0.81,2000,64837.88
86.34,209.79,0.72,5000,12935.55
209.67,317.88,0.68,2000,45211.33
178.42,79.95,0.7,2000,9949.99
280.16,233.56,0.62,15000,40434.12
128.45,393.7,0.77,10000,38688.94
38.53,123.47,0.62,2000,2813.0
25.36,319.8,0.85,15000,6906.36
251.52,201.29,0.73,2000,37008.24
166.93,25.52,0.67,1000,2834.01
237.07,307.58,0.79,1000,57744.56
85.64,75.74,0.94,1000,6096.41
116.62,256.27,0.84,1000,25167.33
28.43,43.41,0.77,10000,973.67
289.22,379.28,0.87,2000,95713.49
207.0,123.77,0.86,1000,21983.86
281.3,98.32,0.91,15000,25264.3
94.34,60.36,0.67,1000,3803.55
191.21,378.94,0.9,5000,65235.48
209.98,287.64,0.71,5000,42659.03
108.91,299.25,0.93,10000,30201.02
257.47,204.77,0.7,5000,36766.93
285.21,195.14,0.92,15000,51477.3
267.76,52.91,0.94,1000,13261.64
226.94,228.34,0.65,5000,33744.89
97.69,106.3,0.94,5000,9798.97
98.85,391.09,0.63,10000,24289.94
289.74,320.67,0.68,5000,62787.32
22.88,171.07,0.76,1000,3014.48
220.49,69.02,0.95,2000,14404.81
217.75,316.28,0.77,1000,53064.38
194.35,57.6,0.79,5000,8892.09
297.23,83.84,0.84,5000,21057.62
107.33,92.49,0.94,5000,9359.35
115.19,227.19,0.87,10000,22900.37
42.1,316.95,0.68,15000,9111.61
143.98,132.58,0.71,1000,13503.73
93.09,43.02,0.63,5000,2512.14
116.15,191.17,0.83,2000,18343.86
253.68,301.76,0.66,10000,50812.49
281.94,96.45,0.69,15000,18724.78
72.01,95.77,0.91,5000,6252.76
124.3,379.42,0.71,1000,33701.2
280.02,382.12,0.8,2000,85455.21
37.31,396.28,0.74,10000,10926.28
45.86,324.99,0.63,1000,9341.61
65.58,83.39,0.73,1000,3851.6
186.66,92.67,0.74,10000,12929.53
62.13,142.69,0.91,1000,8137.39
291.06,134.07,0.71,2000,27881.62
145.08,383.05,0.73,2000,40751.86
160.43,317.74,0.87,1000,44587.88
89.06,292.36,0.87,5000,22609.97
151.87,82.53,0.88,1000,11077.54
205.34,364.71,0.93,5000,69954.28
230.33,332.87,0.88,1000,67390.4
231.08,73.82,0.74,15000,12682.69
181.81,349.76,0.89,2000,56399.01
273.22,116.18,0.78,1000,24670.89
248.87,41.54,0.7,2000,7186.66
231.97,266.16,0.71,10000,43582.8
35.57,264.98,0.68,15000,6381.77
21.93,47.02,0.65,5000,613.2
79.49,134.35,0.66,10000,7107.5
205.79,397.2,0.62,15000,50887.08
135.14,274.59,0.91,10000,33779.01
132.67,294.73,0.93,2000,36187.25
267.68,93.04,0.81,15000,20095.24
270.76,40.73,0.89,10000,9869.14
274.57,117.99,0.66,5000,21563.68
107.89,107.07,0.92,15000,10613.04
213.5,101.47,0.78,15000,16798.18
96.06,85.17,0.62,10000,5112.61
73.37,234.15,0.65,1000,11187.79
71.7,137.96,0.71,5000,6969.66
115.79,329.93,0.62,5000,23445.97
140.39,81.74,0.71,10000,8126.46
252.67,191.2,0.62,2000,29894.94
53.57,15.33,0.68,2000,394.44
225.78,197.86,0.69,1000,30986.9
168.81,31.78,0.95,1000,5047.4
100.62,391.31,0.68,10000,26856.49
157.99,318.33,0.68,2000,34398.11
103.98,201.14,0.84,5000,17574.99
186.9,43.77,0.9,2000,7330.5
141.48,241.05,0.74,10000,25179.99
66.03,305.92,0.91,2000,18307.46
52.64,84.38,0.72,15000,3331.87
173.07,231.6,0.67,10000,26767.65
272.68,327.54,0.72,15000,63873.18
116.31,309.62,0.81,10000,29288.02
225.24,323.17,0.73,5000,53031.33
204.43,352.94,0.84,10000,60330.95
280.84,375.7,0.68,10000,71938.36
249.87,168.15,0.85,10000,35595.53
178.65,231.82,0.72,10000,29791.11
203.97,318.36,0.76,1000,49282.66
271.55,281.88,0.8,15000,60872.19
131.87,398.25,0.84,10000,44143.1
111.5,15.33,0.68,10000,1158.77
23.03,148.5,0.89,1000,3028.31
251.43,119.6,0.85,2000,25640.9
244.27,112.3,0.68,1000,18687.49
49.25,96.79,0.94,1000,4540.58
181.52,286.56,0.83,1000,43347.28
149.91,43.06,0.76,10000,4917.3
53.24,299.23,0.66,1000,10487.72
294.56,280.44,0.79,1000,64996.76
80.11,107.81,0.66,1000,5668.69
38.83,108.61,0.75,10000,3083.42
186.56,255.26,0.74,5000,35477.03
226.88,307.25,0.85,5000,59446.71
29.08,351.83,0.67,2000,6768.14
204.44,342.33,0.89,10000,62161.08
169.04,386.3,0.71,1000,46657.91
48.91,236.74,0.76,1000,8700.29
68.31,364.38,0.87,1000,21730.9
179.03,325.32,0.82,5000,47702.71
102.98,358.92,0.71,1000,26104.4
282.73,14.53,0.74,1000,2960.14
249.25,386.7,0.71,5000,68167.06
295.4,194.68,0.81,1000,46427.89
92.71,321.29,0.72,2000,21302.66
291.52,59.61,0.85,15000,14861.56
140.75,164.42,0.8,2000,18547.43
117.31,115.87,0.65,10000,8824.94
34.1,123.75,0.71,2000,2950.42
34.77,58.07,0.68,2000,1401.74
213.76,324.25,0.74,5000,51118.0
148.22,13.6,0.78,10000,1488.72
83.43,131.88,0.78,2000,8503.38
191.91,78.02,0.86,15000,12825.57
90.8,239.73,0.67,2000,14507.8
181.74,109.16,0.93,1000,18484.8
120.58,111.01,0.72,5000,9589.9
250.59,200.45,0.71,1000,35396.21
249.79,264.55,0.84,10000,55520.17
153.66,57.31,0.88,10000,7843.86
118.23,78.45,0.73,5000,6756.65
121.52,106.4,0.86,2000,11142.6
245.6,389.76,0.91,10000,87071.24
111.89,164.89,0.87,15000,16111.08
78.54,243.61,0.61,5000,11728.29
43.71,104.2,0.89,1000,4147.43
150.67,201.28,0.87,15000,26345.31
155.0,38.91,0.83,5000,5051.46
255.45,23.55,0.87,15000,5196.28
81.95,192.81,0.94,5000,14894.85
126.68,165.48,0.75,1000,15679.57
246.35,63.38,0.62,2000,9797.34
250.61,278.16,0.76,5000,53101.72
127.69,397.23,0.62,10000,31268.83
148.55,164.3,0.7,1000,17072.76
104.92,253.58,0.81,1000,21473.87
281.12,385.56,0.71,15000,76744.66
53.22,334.3,0.84,10000,14903.64
281.45,190.79,0.89,15000,47590.76
211.48,297.62,0.75,1000,47010.42
168.84,59.97,0.92,5000,9237.94
29.14,209.72,0.63,10000,3905.2
153.17,118.83,0.89,1000,16222.55
134.17,72.85,0.89,10000,8663.6
65.14,176.25,0.71,5000,8153.05
203.79,61.1,0.7,2000,8731.39
291.92,282.6,0.71,15000,58242.13
177.41,187.93,0.88,15000,29506.24
220.13,217.15,0.89,1000,42585.48
39.17,67.09,0.72,1000,1852.77
136.95,64.51,0.81,5000,7100.51
52.58,237.53,0.65,1000,8107.32
191.58,394.15,0.76,1000,57665.28
282.78,47.54,0.95,1000,12761.27
205.3,121.44,0.66,10000,16368.08
41.5,349.09,0.93,10000,13515.75
119.31,38.19,0.89,2000,4119.71
174.19,351.6,0.94,10000,57634.11
132.9,214.47,0.66,15000,18909.73
253.42,169.22,0.67,2000,28954.82
248.11,130.78,0.61,1000,19757.42
191.31,125.88,0.85,15000,20517.26
124.57,129.26,0.83,2000,13316.04
91.49,355.07,0.66,2000,21473.85
49.64,292.28,0.88,15000,12765.68
119.37,271.19,0.7,2000,22845.46
135.69,321.51,0.65,15000,28224.22
209.23,110.27,0.75,2000,17320.98
204.28,251.04,0.63,2000,32405.61
39.63,189.43,0.69,2000,5212.64
130.67,315.15,0.73,15000,29980.53
70.9,130.61,0.9,2000,8429.52
63.91,260.84,0.88,10000,14574.17
251.64,354.06,0.75,10000,67203.61
31.74,166.84,0.85,10000,4550.74
137.37,35.98,0.8,10000,3958.14
67.1,211.26,0.72,10000,10119.29
266.21,144.93,0.85,1000,32908.3
175.97,272.17,0.84,2000,40173.41
84.79,380.9,0.82,5000,26337.98
160.68,199.39,0.82,1000,26161.5
224.82,191.81,0.84,15000,36228.57
288.27,265.29,0.73,1000,56288.05
81.72,50.36,0.9,5000,3645.05
268.13,108.87,0.66,1000,19169.38
281.61,368.4,0.91,2000,94344.76
276.6,271.28,0.72,10000,54013.49
197.92,15.24,0.64,2000,1952.11
196.35,89.8,0.81,1000,14287.04
132.9,276.31,0.73,5000,26922.88
230.67,308.12,0.89,15000,62949.59
168.76,337.55,0.75,2000,42692.21
209.68,123.95,0.83,5000,21609.66
139.97,373.1,0.71,15000,37013.04
224.82,225.65,0.67,10000,34181.75
250.85,281.65,0.74,2000,51973.54
61.0,242.73,0.81,2000,12052.51
253.22,57.87,0.83,10000,12192.0
171.28,385.61,0.8,10000,53046.64
256.51,57.92,0.95,1000,14040.7
140.76,109.4,0.84,15000,13004.98
126.13,327.31,0.93,5000,38224.53
276.22,251.25,0.64,10000,44431.1
90.33,336.88,0.62,1000,18930.63
256.38,211.14,0.71,15000,38434.12
155.53,157.03,0.65,15000,15859.57
163.95,369.52,0.78,2000,47559.17
106.37,24.14,0.78,1000,2015.78
180.45,343.89,0.8,1000,49680.93
111.06,100.02,0.86,2000,9571.77
31.0,341.01,0.94,5000,9916.4
96.16,64.29,0.91,10000,5625.68
21.79,236.29,0.64,2000,3304.85
293.94,356.36,0.72,10000,75311.37
290.41,194.68,0.69,1000,38915.25
130.64,301.16,0.66,2000,25924.86
223.94,323.82,0.79,5000,57340.5
116.83,297.23,0.79,10000,27541.0
207.91,370.88,0.68,10000,52371.62
245.52,184.27,0.85,10000,38381.62
285.09,77.52,0.86,1000,18927.29
132.06,28.65,0.61,10000,2318.21
239.32,106.12,0.74,15000,18783.45
94.46,65.85,0.91,10000,5527.32
297.29,227.6,0.78,1000,52915.53
27.22,82.13,0.72,2000,1523.92
188.99,25.18,0.69,10000,3322.8
204.66,24.04,0.69,10000,3401.65
212.65,334.31,0.63,2000,45084.61
53.71,240.67,0.89,15000,11457.06
282.79,149.65,0.63,1000,26575.53
70.73,358.75,0.7,2000,17842.63
194.37,37.38,0.62,1000,4497.67
82.35,392.33,0.87,2000,28258.24
106.02,250.35,0.61,5000,16321.61
173.01,81.55,0.71,15000,9960.93
136.81,274.84,0.8,5000,30054.41
64.86,307.72,0.74,2000,14802.09
67.86,177.44,0.7,2000,8408.42
137.08,346.04,0.7,1000,32966.5
232.04,68.79,0.88,2000,14016.01
271.43,118.75,0.94,1000,30309.01
43.56,46.46,0.72,1000,1516.61
130.07,92.24,0.61,2000,7386.64
48.07,103.1,0.61,1000,3001.11
24.65,367.88,0.87,15000,7863.81
205.28,40.46,0.79,5000,6610.63
188.69,176.69,0.87,2000,29060.34
65.65,217.64,0.84,1000,12163.58
85.47,360.49,0.92,1000,28263.2
26.64,399.1,0.91,1000,9629.88
253.79,303.82,0.88,1000,67538.73
292.91,388.61,0.77,15000,87182.78
57.93,316.97,0.71,2000,12909.19
84.81,385.65,0.78,2000,25457.36
263.15,285.84,0.78,15000,58351.36
279.41,41.11,0.81,15000,9357.95
137.5,166.75,0.67,15000,15165.12
34.17,262.17,0.83,2000,7454.46
31.03,146.78,0.76,10000,3449.24
180.71,116.62,0.82,5000,17156.2
130.01,235.19,0.68,15000,20864.7
28.02,374.07,0.75,15000,7961.72
183.31,23.64,0.67,2000,2897.4
23.16,310.0,0.91,2000,6584.97
240.46,291.86,0.77,5000,54047.97
105.8,385.94,0.68,1000,27686.49
31.27,372.98,0.61,2000,7145.74
184.74,307.27,0.84,5000,47522.95
131.35,212.96,0.68,2000,18897.41
292.66,89.66,0.95,2000,24842.19
172.38,222.64,0.79,2000,30247.53
97.07,308.49,0.7,10000,21025.26
218.64,359.31,0.83,10000,65152.15
96.02,317.99,0.7,15000,21308.31
273.19,86.15,0.89,10000,20825.41
124.92,243.88,0.71,5000,21615.41
173.96,139.55,0.95,2000,22984.51
34.16,13.59,0.81,10000,405.29
139.31,88.09,0.9,2000,10967.75
253.06,54.16,0.63,1000,8518.03
245.58,338.66,0.72,15000,60032.38
82.81,110.82,0.86,10000,7889.36
83.3,121.03,0.83,2000,8389.59
248.85,384.38,0.67,1000,63867.02
280.51,157.84,0.72,15000,32052.53
46.7,13.74,0.69,15000,428.22
146.02,120.7,0.81,1000,14398.01
114.49,56.53,0.72,10000,4573.22
263.79,50.1,0.71,10000,9344.29
43.39,40.22,0.67,2000,1138.97
79.12,241.37,0.74,5000,14216.34
230.69,83.85,0.67,2000,12982.57
34.36,150.88,0.94,2000,4776.09
157.91,346.19,0.65,2000,35771.81
143.79,175.49,0.92,1000,23250.81
113.63,367.12,0.75,15000,31236.98
130.48,204.2,0.73,15000,19558.22
168.38,165.55,0.68,5000,18932.26
65.18,302.65,0.82,10000,16255.95
180.16,38.54,0.84,2000,5890.3
245.52,44.9,0.76,1000,8379.84
232.85,264.27,0.62,1000,38106.88
63.09,199.91,0.92,2000,11677.84
61.79,318.26,0.94,1000,18428.4
95.09,367.35,0.75,1000,26252.42
121.1,161.46,0.81,2000,16021.59
134.37,242.6,0.76,5000,24547.03
210.32,205.27,0.71,1000,30820.56
35.87,392.83,0.63,15000,8877.14
29.71,334.12,0.76,15000,7537.52
129.73,365.58,0.89,15000,42062.5
215.21,109.19,0.61,2000,14251.7
74.16,311.29,0.8,15000,18527.48
199.62,113.53,0.91,10000,20646.81
92.75,91.41,0.68,1000,5732.3
268.1,378.26,0.66,5000,67372.78
270.79,17.53,0.87,15000,4083.0
103.24,386.5,0.69,2000,27387.32
84.4,68.21,0.67,5000,3782.09
135.17,329.58,0.73,2000,32713.67
